2026-01-07 11:23:40 DEBUG IntegratorServiceImpl:49 - Adding Integrator [org.hibernate.boot.beanvalidation.BeanValidationIntegrator].
2026-01-07 11:23:40 DEBUG IntegratorServiceImpl:49 - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
2026-01-07 11:23:40 INFO  Version:45 - HHH000412: Hibernate ORM core version 7.0.0.Final
2026-01-07 11:23:40 DEBUG Environment:162 - HHH000206: 'hibernate.properties' not found
2026-01-07 11:23:40 DEBUG LocalXmlResourceResolver:87 - Checking public/system identifiers `-//Hibernate/Hibernate Configuration DTD 3.0//EN`/`http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd` as DTD references
2026-01-07 11:23:40 DEBUG JaxbCfgProcessor:113 - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
2026-01-07 11:23:40 DEBUG Configuration:1104 - Building session factory using internal StandardServiceRegistryBuilder
2026-01-07 11:23:40 DEBUG Configuration:1005 - Building session factory using provided StandardServiceRegistry
2026-01-07 11:23:40 DEBUG RegionFactoryInitiator:117 - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
2026-01-07 11:23:40 DEBUG RegionFactoryInitiator:47 - HHH000026: Second-level cache disabled
2026-01-07 11:23:40 DEBUG BasicTypeRegistry:423 - Adding type registration boolean -> org.hibernate.type.BasicTypeReference@10027fc9
2026-01-07 11:23:40 DEBUG BasicTypeRegistry:423 - Adding type registration boolean -> org.hibernate.type.BasicTypeReference@10027fc9
2026-01-07 11:23:40 DEBUG BasicTypeRegistry:423 - Adding type registration java.lang.Boolean -> org.hibernate.type.BasicTypeReference@10027fc9
2026-01-07 11:23:40 DEBUG BasicTypeRegistry:423 - Adding type registration numeric_boolean -> org.hibernate.type.BasicTypeReference@54afd745
2026-01-07 11:23:40 DEBUG BasicTypeRegistry:423 - Adding type registration org.hibernate.type.NumericBooleanConverter -> org.hibernate.type.BasicTypeReference@54afd745
2026-01-07 11:23:40 DEBUG BasicTypeRegistry:423 - Adding type registration true_false -> org.hibernate.type.BasicTypeReference@677dbd89
2026-01-07 11:23:40 DEBUG BasicTypeRegistry:423 - Adding type registration org.hibernate.type.TrueFalseConverter -> org.hibernate.type.BasicTypeReference@677dbd89
2026-01-07 11:23:40 DEBUG BasicTypeRegistry:423 - Adding type registration yes_no -> org.hibernate.type.BasicTypeReference@fff25f1
2026-01-07 11:23:40 DEBUG BasicTypeRegistry:423 - Adding type registration org.hibernate.type.YesNoConverter -> org.hibernate.type.BasicTypeReference@fff25f1
2026-01-07 11:23:40 DEBUG BasicTypeRegistry:423 - Adding type registration byte -> org.hibernate.type.BasicTypeReference@c00fff0
2026-01-07 11:23:40 DEBUG BasicTypeRegistry:423 - Adding type registration byte -> org.hibernate.type.BasicTypeReference@c00fff0
2026-01-07 11:23:40 DEBUG BasicTypeRegistry:423 - Adding type registration java.lang.Byte -> org.hibernate.type.BasicTypeReference@c00fff0
2026-01-07 11:23:40 DEBUG BasicTypeRegistry:423 - Adding type registration binary -> org.hibernate.type.BasicTypeReference@263f04ca
2026-01-07 11:23:40 DEBUG BasicTypeRegistry:423 - Adding type registration byte[] -> org.hibernate.type.BasicTypeReference@263f04ca
2026-01-07 11:23:40 DEBUG BasicTypeRegistry:423 - Adding type registration [B -> org.hibernate.type.BasicTypeReference@263f04ca
2026-01-07 11:23:40 DEBUG BasicTypeRegistry:423 - Adding type registration binary_wrapper -> org.hibernate.type.BasicTypeReference@2ca47471
2026-01-07 11:23:40 DEBUG BasicTypeRegistry:423 - Adding type registration wrapper-binary -> org.hibernate.type.BasicTypeReference@2ca47471
2026-01-07 11:23:40 DEBUG BasicTypeRegistry:423 - Adding type registration image -> org.hibernate.type.BasicTypeReference@5a021cb9
2026-01-07 11:23:40 DEBUG BasicTypeRegistry:423 - Adding type registration blob -> org.hibernate.type.BasicTypeReference@51768776
2026-01-07 11:23:40 DEBUG BasicTypeRegistry:423 - Adding type registration java.sql.Blob -> org.hibernate.type.BasicTypeReference@51768776
2026-01-07 11:23:40 DEBUG BasicTypeRegistry:423 - Adding type registration materialized_blob -> org.hibernate.type.BasicTypeReference@f31c0c6
2026-01-07 11:23:40 DEBUG BasicTypeRegistry:423 - Adding type registration materialized_blob_wrapper -> org.hibernate.type.BasicTypeReference@b93aad
2026-01-07 11:23:40 DEBUG BasicTypeRegistry:423 - Adding type registration short -> org.hibernate.type.BasicTypeReference@4a9419d7
